gene-OR4F5	0.9868291076720448	0.9849197340684287
gene-OR4F29	0.9968051118210862	1.0
gene-OR4F16	0.8320980184540917	0.15016126834143462
gene-OR4F16	0.8756944444444444	0.13083178122018807
gene-OR4F16	0.8660635089586659	0.1280379775587153
gene-OR4F16	0.8643886812600107	0.12762912824240222
gene-OR4F16	0.8599172810645568	0.12631172488983783
gene-OR4F16	0.8535065859736561	0.12760641439149592
gene-OR4F16	0.9968051118210862	0.02132830600099941
gene-OR4F16	0.7753623188405797	0.0532866942261391
gene-OR4F16	0.7178217821782178	0.027529187298414574
gene-OR4F16	0.8843537414965986	0.0066778721664471
gene-OR4F16	0.7938144329896907	0.008812974151637669
gene-OR4F16	0.8266666666666667	0.006814155271884796
gene-OR4F16	0.7593984962406015	0.006041884341071185
gene-SAMD11	0.9128919860627178	0.01389695913228743
gene-SAMD11	0.9052631578947369	0.01380011621150494
gene-SAMD11	0.9049295774647887	0.013751694751113694
gene-SAMD11	0.8771929824561403	0.01380011621150494
gene-SAMD11	0.8783783783783784	0.014332752275808639
gene-SAMD11	0.8594771241830066	0.014816966879721092
gene-NOC2L	0.6446540880503144	0.04224790753288163
gene-NOC2L	0.8595890410958904	0.01939683804968779
gene-NOC2L	0.8689655172413793	0.019263982994552942
gene-NOC2L	0.8661971830985915	0.018865417829148398
gene-NOC2L	0.8493150684931506	0.01939683804968779
gene-NOC2L	0.8512110726643599	0.019197555466985518
gene-NOC2L	0.8302583025830258	0.01800185997077189
gene-CHL1	0.7555718475073314	0.0320707248830265
gene-CHL1	0.8054725585783928	0.029902894359408433
gene-CHL1	0.8755444928438083	0.015113681785050905
gene-CHL1	0.8778195488721805	0.015010227833815335
gene-CHL1	0.8717466290373158	0.014996120476828667
gene-CHL1	0.8649828500155909	0.015080764618748677
gene-CHL1	0.8659600997506235	0.015085467071077567
gene-CHL1	0.7373983739837399	0.005784016364534105
gene-CHL1	0.8313080771979986	0.006578730808116433
gene-CHL1	0.9167927382753404	0.00310832098939597
